product_id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
600401,919,"http://www.hemensepet.com/U271448,33,samsung-tab-s-sm-t800-tablet-distributor-garantili-tabletler-samsung-t800.htm",Samsung Tab S SM-T800 Tablet ( Distribütör Garantili),112,Cep Telefonu ve Aksesuarları > Tabletler
601025,1699,"http://www.hemensepet.com/U255886,32,sony-xperia-z2-cep-telefonu-distributor-garantili-cep-telefonu-sony-z2.htm",Sony Xperia Z2 Cep Telefonu (Distribütör Garantili),93,Cep Telefonu ve Aksesuarları > Cep Telefonu
601037,1620,"http://www.hemensepet.com/U271850,32,samsung-g850f-galaxy-alpha-cep-telefonu-distributor-garantili-cep-telefonu-samsung.htm",Samsung G850F Galaxy Alpha Cep Telefonu (Distribütör Garantili),9,Cep Telefonu ve Aksesuarları > Cep Telefonu
601051,2899,"http://www.hemensepet.com/U281115,32,apple-iphone-6-plus-16-gb-cep-telefonu-distributor-garantili-cep-telefonu-apple-iphone.htm",Apple İphone 6 Plus 16 GB Cep Telefonu (Distribütör Garantili),48,Cep Telefonu ve Aksesuarları > Cep Telefonu
601988,206,http://www.teknolojiankara.com/Products-13756-xerox-106r01476-yuksek-kapasiteli-toner-2500-sayfa-siyah.html,Xerox 106R01476 Yüksek Kapasiteli Toner 2.500 Sayfa Siyah,68,Tüketim Ürünleri > Laser Yazıcı Tonerleri > Xerox
602111,65,http://www.teknolojiankara.com/Products-15409-oki-44173405-ml-5720-5790-siyah-serit.html,OKI 44173405 ML-5720-5790 Siyah Şerit,105,Tüketim Ürünleri > Matris Şeritler > OKI
603128,148,http://www.telepanya.com/asp/product/90747/Logitech-G230-981-000540-Kulaklik,Logitech G230 981-000540 Kulaklık,212,Bilgisayarlar > Çevre Birimleri > Kulaklık & Mikrofon > Mikrofonlar > LOGITECH
604347,10,http://www.ucuzlukcu.com/urunler/s-link-slx-301-hdmi-to-hdmi-1-5m-altin-uclu-24k-kor-kilif-1-4-ver-3d-kablo-outlet-urun-patdq/,S-link SLX-301 HDMI TO HDMI 1.5m Altın Uçlu 24K + Kor.Kılıf 1.4 Ver. 3D Kablo (Outlet Ürün),176,Outlet > Çevre birimleri > Kablolar
605090,150,http://www.dijitall.com/logitech--g230-gaming-siyah-kulaklik-mikrofonlu-981-000540,LOGITECH G230 GAMING SIYAH KULAKLIK MİKROFONLU 981-000540,212,Müzik Seti - Mp3 - Radyo > Kulaklık & Mikrofon
605272,129,http://www.bizdehesapli.com/corsair-cmv4gx3m1a1333c9-4gb-1333mhz-ddr3-cl9-value-tek-modul-memory-urun-CMV4GX3M1A1333C9,"CORSAIR CMV4GX3M1A1333C9 4GB, 1333Mhz, DDR3 CL9 Value Tek Modül Memory",94,"Bilgisayar > Bilgisayar Bileşenleri > Ram Bellekler > CORSAIR CMV4GX3M1A1333C9 4GB, 1333Mhz, DDR3 CL9 Value Tek Modül Memory"
607357,470,http://www.bizdehesapli.com/asus-dsl-ac68u-ac1900-g-bit-adsl2-2-4-p-urun-DSL-AC68U,ASUS DSL-AC68U AC1900 G.BIT.ADSL2/2 4/P,142,Bilgisayar > Ağ (Network) Ürünleri > Modem > ASUS DSL-AC68U AC1900 G.BIT.ADSL2/2 4/P
607899,329,http://www.bilisimport.com/zyxel-nsa-325-2x3.5-depolama-unitesi,"ZYXEL NSA-325 2x3.5"" DEPOLAMA UNITESI",15,OEM & Çevre Birimleri > Veri Depolama > Nas
608444,521,http://www.bedavacim.com.tr/GIGABYTE-GA-Z97X-GAMC4B0NG-5-DDR3-1600MHZ-SES-VGA-GLAN16X-4DIMM-DVI-HDMI-ATX-1150P_21147.html,GIGABYTE GA-Z97X-GAMİNG 5 DDR3 1600MHZ SES VGA GLAN16X 4*DIMM DVI HDMI ATX 1150P,126,Bilgisayar > Bilgisayar Bilesenleri > Anakartlar
609066,13,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-370157&SANDISK-8GB-USB-CRUZER-SWITCH-SDCZ52-008G-B35,SANDISK 8GB USB CRUZER SWITCH SDCZ52-008G-B35,191,Bilgisayar >  Veri Depolama >  Usb Bellek
609301,1026,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-368338&GSKILL-F4-2666C16Q-16GRB-Ripjaws4-Mavi-DDR4-2666Mhz-CL16-16GB-4X4GB-QUAD-16-16-16-36-12V,GSKILL F4-2666C16Q-16GRB Ripjaws4 Mavi DDR4-2666Mhz CL16 16GB (4X4GB) QUAD (16-16-16-36) 1.2V,251,Bilgisayar >  Bilgisayar Bileşenleri >  Bellek (Ram)
610417,59,http://www.teknosa.com/urunler/110020749/roadstar-rdh654-oto-hoparlor,ROADSTAR RDH654 OTO HOPARLÖR,226,SES VE GÖRÜNTÜ > OTO ÜRÜNLERİ / SİSTEMLERİ > OTO HOPARLÖRÜ
610625,135,"http://www.tvt.com.tr/iPod-Shuffle-2GB-Mor-MD777TZA,PR-34921.html",iPod Shuffle 2GB - Mor MD777TZ/A,184,iPod
610898,1685,http://www.bedavacim.com.tr/LG-42LB670V-LED-Televizyon_17536.html,LG 42LB670V FULL HD UYDULU 3D SMART LED TV,70,Televizyon > LED Televizyon > LG Led Tv
613855,2099,http://www.teknosa.com/urunler/110180525/lg-pw700-bluetooth-led-projektor,LG PW700 BLUETOOTH LED PROJEKTOR,247,SES VE GÖRÜNTÜ > PROJEKTÖR > PROJEKTÖRLER
614515,40,http://www.bilisimport.com/energizer-lcaehjackpk2-1.5m-3.5mm-jack-to-3.5mm-jack-pembe-ses-kablosu,Energizer LCAEHJACKPK2 1.5m 3.5mm Jack to 3.5mm Jack Pembe Ses Kablosu,150,Aksesuar & Sarf Malz. > Kablolar > Ses Kabloları
615017,373,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-322203&ASUS-ME176CX-1B008A-7-Z3745-AND-1-8,ASUS ME176CX-1B008A 7-Z3745-AND-1-8,186,Bilgisayar >  Bilgisayarlar >  Tablet
615488,170,http://www.deposhop.com/urun/pc-battlefield-4-premium-edition,PC BATTLEFIELD 4 PREMIUM EDITION,97,PC / Play Station Oyun > Oyun > PC
615554,48,http://www.ucuzlukcu.com/urunler/addison-smg-tab3-01-10-1-kirmizi-samsung-galaxy-tab3-tablet-pc-kilifi-ypbal/,Addison SMG-TAB3-01 10.1` Kırmızı Samsung Galaxy Tab3 Tablet Pc Kılıfı,280,Bilgisayar > Tablet > Tablet Pc Aksesuarları > Kılıflar
615787,41,http://www.ucuzlukcu.com/urunler/addison-ip-262-pembe-7-tablet-pc-kilifi-standli-nicjl/,Addison IP-262 Pembe 7` Tablet Pc Kılıfı Standlı,216,Bilgisayar > Tablet > Tablet Pc Aksesuarları > Kılıflar
616179,11,http://www.bilisimport.com/s-link-slx-300-1.8m-notebook-power-kablo,S-link SLX-300 1.8m Notebook Power Kablo,208,Aksesuar & Sarf Malz. > Kablolar > Power Kabloları
616912,978,http://www.ucuzlukcu.com/urunler/samsung-galaxy-tab-s-t800-10-5-wifi-beyaz-tablet-avgqh/,Samsung Galaxy Tab S T800 10.5 WiFi Beyaz Tablet,112,Bilgisayar > Tablet > Tablet Pc
617112,53,http://www.ereyon.com.tr/store/ProductDetails.aspx?productid=10309300,X360 KINECT SPORTS ULTIMATE,129,Hobi & Oyun Konsolları > Oyun&Oyun Konsolu > X-Box Oyunları > XBOX 360 Oyunları
617608,437,http://www.ucuzlukcu.com/urunler/asus-me176cx-1b008a-1-33ghz-8gb-ips-7-tablet-oklxp/,Asus ME176CX-1B008A 1.33Ghz 8GB IPS 7 Tablet,186,Bilgisayar > Tablet > Tablet Pc
621305,39,"http://www.istanbulbilisim.com.tr/brother-lc47c-mavi-murekkep-kartusu-fiyati,115105.html",Brother LC47C Mavi Mürekkep Kartuşu,59,Mürekkep Kartuşları > Brother
621703,39,"http://www.istanbulbilisim.com.tr/canon-cli-526bk-siyah-murekkep-kartusu-fiyati,115189.html",Canon CLI-526BK Siyah Mürekkep Kartuşu,180,Mürekkep Kartuşları > Canon
621864,39,http://www.ucuzlukcu.com/urunler/philips-dlc2416-10-micro-mini-usb-to-usb-cevirici-kablo-rtegy/,Philips DLC2416/10 Micro + Mini Usb To Usb Çevirici Kablo,256,Bilgisayar > Sarf Malzemeleri > Çeviriciler
622172,76,http://www.ucuzlukcu.com/urunler/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor-jgidr/,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,Bilgisayar > Ağ Ürünleri & Modemler > Kablosuz Adaptörler
622815,198,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-303793&GOLDMASTER-RANGER-PLUS-FULL-HD-DIJITAL-UYDU-ALICIS,GOLDMASTER RANGER PLUS FULL HD DİJİTAL UYDU ALICIS,53,Ev Elektroniği >  Ses ve Görüntü Sistemleri >  Uydu Alıcıları
623745,488,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-366346&Corsair-Force-GS-240-GB-SSD-Disk-CSSD-F240GBGS-BK,Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK,197,Bilgisayar >  Veri Depolama >  SSD (Solid State Drive)
625290,22,http://www.bilisimport.com/s-link-slx-301-hdmi-to-hdmi-1.5m-altin-uclu-24k--kor.kilif-1.4-ver.-3d-kablo,S-link SLX-301 HDMI TO HDMI 1.5m Altın Uçlu 24K + Kor.Kılıf 1.4 Ver. 3D Kablo,176,Aksesuar & Sarf Malz. > Kablolar > HDMI Kabloları
625970,482,http://www.bizdehesapli.com/corsair-force-gs-240-gb-ssd-disk-cssd-f240gbgs-bk-2-5-555-525mb-s-urun-CSSD-F240GBGS-BK,"Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK 2,5, 555/525MB/s",197,"Bilgisayar > Bilgisayar Bileşenleri > SSD (Solid State Drive) > Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK 2,5, 555/525MB/s"
626054,49,http://www.ucuzlukcu.com/urunler/x360-medal-of-honor-warfighter-imayz/,X360 MEDAL OF HONOR WARFIGHTER,62,Bilgisayar > Yazılım Ürünleri > Oyunlar > XBox 360 Oyunları
626696,39,http://www.dijitall.com/roadstar-rdh-654-oto-hoparlor,RoadStar RDH654 Oto Hoparlör,226,Araba ve Motor > Ses Sistemleri > Oto Hoparlör
626710,491,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-365964&Gigabyte-Z97X-Gaming-5DDR3-1600MHz-SVGL16X,Gigabyte Z97X-Gaming 5/DDR3 1600MHz S+V+GL+16X,126,Bilgisayar >  Bilgisayar Bileşenleri >  Anakartlar
626884,207,http://www.ucuzlukcu.com/urunler/cooler-master-rr-t812-24pk-r2-intel-amd-tpc-812-v2-cpu-fan-evgfj/,Cooler Master RR-T812-24PK-R2 İntel/Amd TPC-812 V2 CPU Fan,189,Bilgisayar > Sarf Malzemeleri > Soğutucu ve Fanlar > Fanlar
626952,40,http://www.ucuzlukcu.com/urunler/mikado-md-10bt-kirmizi-tf-kart-fm-destekli-bluetooth-sarjli-speaker-fklqu/,Mikado MD-10BT Kırmızı TF Kart+FM Destekli Bluetooth Şarjlı Speaker,7,Bilgisayar > Çevre Birimleri > Ses Sistemleri > Multimedia Ses Sistemleri
627407,496,http://www.ucuzlukcu.com/urunler/gigabyte-z97x-gaming-5-ddr3-1600mhz-s-v-gl-16x-1150p-anakart-pztkc/,Gigabyte Z97X-Gaming 5/DDR3 1600MHz S+V+GL+16X 1150p Anakart,126,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Anakartlar > INTEL Uyumlu
628538,2035,http://www.birnumaram.com/Samsung-UE-40H7000-fiyatlari.html,Samsung UE-40H7000 Led Televizyon,211,Televizyon > Led Tv
629286,237,http://www.ucuzlukcu.com/urunler/cooler-master-silent-pro-550w-80-gold-guc-kaynagi-rs550-80gaj3-eu-wsdug/,Cooler Master Silent Pro 550W 80+ Gold Güç Kaynağı (RS550-80GAJ3-EU),268,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Güç Kaynakları (PSU)
629314,231,http://www.bilisimport.com/xigmatek-cpa-070bcd-u42-700w-82plus-bronze-power-supply,Xigmatek CPA-070BCD-U42 700W 82Plus Bronze Power Supply,225,OEM & Çevre Birimleri > Güç Kaynakları (power supply)
629836,37,http://www.ucuzlukcu.com/urunler/cooler-master-notepal-d-lite-notebook-sogutucu-stand-r9-nbc-dltk-gp-rjhkq/,Cooler Master NOTEPAL D-LITE Notebook Soğutucu Stand (R9-NBC-DLTK-GP),88,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Soğutucular / Overclock > Notebook Soğutucular
630051,228,http://www.ucuzlukcu.com/urunler/xigmatek-ccc-ae37bs-u51-asgard-pro-500w-siyah-usb-3-0-212cm-fan-kasa-gafez/,Xigmatek CCC-AE37BS-U51 ASGARD PRO 500W Siyah Usb 3.0 2*12cm Fan Kasa,44,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Bilgisayar Kasaları
630087,27,http://www.bilisimport.com/t.tec-plus-tk-150-siyah-duvar-tipi-telefon,T.TEC PLUS TK-150 SİYAH DUVAR TİPİ TELEFON,32,Telefon > Duvar Tipi Telefon
630510,129,http://www.ucuzlukcu.com/urunler/kingston-hyperx-savage-4-gb-1600-mhz-ddr3-bellek-hx316c9sr-4-zxfoy/,Kingston HyperX Savage 4 GB 1600 MHz DDR3 Bellek (HX316C9SR/4),146,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Bellekler > PC
630544,47,http://www.bilisimport.com/s-link-slx-179-vga-m/m-15m-monitor-kablosu,S-link SLX-179 VGA M/M 15m Monitör Kablosu,102,Aksesuar & Sarf Malz. > Kablolar > VGA Kabloları
630595,168,http://www.dijitall.com/pc-world-of-warcraft-warlords-of-draenor,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR,128,Hobi & Oyun Konsolları > Oyunlar > PC Oyunu
630598,71,http://www.ucuzlukcu.com/urunler/cooler-master-vortex-plus-intel-lga1366-1156-1155-1150-775-amd-fm2-fm1-am3-am3-am2-940-939-754-islemci-sogutucu-rr-vtps-28pk-r1-dlabg/,Cooler Master Vortex Plus Intel LGA1366/1156/1155/1150/775 - AMD FM2/FM1/AM3+/AM3/AM2/940/939/754 İşlemci Soğutucu (RR-VTPS-28PK-R1),141,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Soğutucular / Overclock > İşlemci Soğutucular
630814,127,http://www.ucuzlukcu.com/urunler/zalman-cnps11x-performa-intel-lga-775-1156-1366-1155-2011-amd-fm2-am2-am2-am3-am3-fm1-islemci-sogutucu-falbe/,Zalman CNPS11X Performa Intel LGA/775/1156/1366/1155/2011 - AMD FM2/AM2+/AM2/AM3+/AM3/FM1 İşlemci Soğutucu,203,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Soğutucular / Overclock > İşlemci Soğutucular
631313,26,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-351403&TTEC-PLUS-TK-150-BEYAZ-DUVAR-TIPI-TELEFON,T.TEC PLUS TK-150 BEYAZ DUVAR TİPİ TELEFON,32,Telefon >  Telsiz / Masaüstü Telefonlar >  Masaüstü Telefonlar
631647,912,http://www.teknolojiankara.com/Products-URUN2081475-pioneer-avh-x1500dvd-oto-mult304medya-s304stemler304.html,Pioneer AVH-X1500DVD OTO MULTİMEDYA SİSTEMLERİ,231,Oto Ses Görüntü > Oto Navigasyon / Multimedya > PIONEER
633946,210,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-367257&HP-D4H22C-Avantajli-DeskJet-2645-FaxYzTarFot-A4,HP D4H22C Avantajlı DeskJet 2645 Fax/Yz/Tar/Fot-A4,40,Bilgisayar >  Yazıcılar >  Mürekkep Püskürtmeli
634127,56,http://www.ucuzlukcu.com/urunler/everest-ewn-689n-300-mbps-usb-kablosuz-adaptor-wrnvd/,Everest EWN-689N 300 Mbps Usb Kablosuz Adaptör,204,Bilgisayar > Ağ Ürünleri & Modemler > Kablosuz Adaptörler
635965,667,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-367286&Samsung-SL-C460W-Wi-Fi-Renkli-Lazer-FotTarYaz-A4,Samsung SL-C460W Wi-Fi Renkli Lazer Fot/Tar/Yaz-A4,244,Bilgisayar >  Yazıcılar >  Laser
639681,40,http://www.deveyuku.com/urun/logitech-m317-nano-mouse-kablosuz-silver_168093.aspx,LOGITECH M317 NANO MOUSE KABLOSUZ SILVER,55,Bilgisayar Bileşenleri > Resim > Logitech > LOGITECH M317 NANO MOUSE KABLOSUZ SILVER
639697,8,http://www.deveyuku.com/urun/frisby-fcr-40p-all-in-one-usb-kart-okuyucu_165171.aspx,FRISBY FCR-40P ALL IN ONE USB KART OKUYUCU,187,Bilgisayar Bileşenleri > Resim > Frisby > FRISBY FCR-40P ALL IN ONE USB KART OKUYUCU
639862,24,http://www.ucuzlukcu.com/urunler/s-link-slx-35a-usb-3-5-dahili-usb-3-0-kart-okuyucu-rctnw/,S-link SLX-35A Usb 3.5` Dahili Usb 3.0 + Kart Okuyucu,235,Bilgisayar > Çevre Birimleri > Kart Okuyucular
640210,604,http://www.ucuzlukcu.com/urunler/avermedia-live-gamer-portable-c875-uxpqs/,Avermedia Live Gamer Portable (C875),111,Bilgisayar > Çevre Birimleri
640374,14,http://www.bilisimport.com/s-link-slx-990-rj-45-8p8c-25lik-jack,S-link SLX-990 RJ-45 8P8C 25lik Jack,267,Aksesuar & Sarf Malz. > Kablolar > Diğer Network Kabloları
641344,127,http://www.bilisimport.com/zalman-cnps11x-performa-120mm-v-tipi-cift-isi-lga2011-cpu-fan,Zalman CNPS11X PERFORMA 120mm V-tipi Çift Isı LGA2011 CPU Fan,203,Aksesuar & Sarf Malz. > Fan > CPU Fanı
641573,11,http://www.ereyon.com.tr/urun/utp-10m-patch-cord-26awg-cat5-gri-rj-458693661415539.aspx,Digitus DK-1511-100UTP 10M PATCH CORD 26AWG CAT5 GRI RJ-45,66,Bilgisayar > Ağ Ürünleri & Modem > Kablolar & Antenler
645967,147,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-356929&PC-BATTLEFIELD-4-PREMIUM-EDITION-FPS-,PC BATTLEFIELD 4 PREMIUM EDITION ( FPS ),97,Hobi / Oyun Konsolu >  Oyun ve Oyun Konsolları >  Oyunlar >  Bilgisayar Oyunları >  Macera-Aksiyon
645969,138,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-359529&PC-WORLD-OF-WARCRAFT-WARLORDS-OF-DRAENOR-MMOFPS-,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR ( MMOFPS ),128,Hobi / Oyun Konsolu >  Oyun ve Oyun Konsolları >  Oyunlar >  Bilgisayar Oyunları >  Macera-Aksiyon
647568,1818,http://www.teknolojiankara.com/Products-25906-lg-42lb670v-42-106-ekran-700hz-2-gozluk-full-hd-3d-led-smart-tv-uydu.html,LG 42LB670V 42 106 Ekran 700Hz +2 Gözlük Full HD 3D Led Smart TV Uydu,70,Ev Elektroniği > Televizyonlar > LG
647583,37,http://www.teknolojiankara.com/Products-12511-everest-tk-5-42--55-lcd-led-slim-duvar-aski-aparati.html,EVEREST TK-5 42 - 55 LCD-LED SLIM Duvar Askı Aparatı,165,Ev Elektroniği > Televizyonlar > EVEREST
649822,323,http://www.teknolojiankara.com/Products-26738-microsoft-office-mac-home-student-2011-eng-box-gza-00277.html,Microsoft Office Mac Home Student 2011 Eng Box GZA-00277,64,Yazılım Ürünleri > Ticari Yazılımlar > Microsoft
650621,919,http://www.teknolojiankara.com/Products-27105-samsung-t800-190ghz-3gb-16gb-105-distribitor-beyaz.html,Samsung T800 1.90GHz 3GB 16GB 10.5 Distribitör Beyaz,112,Kişisel Bilgisayarlar > Taşınabilir Bilgisayarlar > Samsung
650722,305,http://www.teknolojiankara.com/Products-25829-asus-tablet-me176cx-1b008a-atom-z3745-186-ghz-1gb-8gb-7-ips-lcd-blt-roid-44-cift-cam-beyaz.html,ASUS Tablet ME176CX 1B008A Atom Z3745 1.86 GHz 1GB 8GB 7 IPS Lcd Blt Android 4.4 Çift Cam Beyaz,186,Kişisel Bilgisayarlar > Taşınabilir Bilgisayarlar > ASUS
651024,80,http://www.ucuzlukcu.com/urunler/fsp-nb65-65w-notebook-universal-adaptor-rhaml/,Fsp NB65 65W Notebook Universal Adaptör,215,Bilgisayar > Sarf Malzemeleri > Adaptörler > Notebook Adaptörleri
651894,5578,http://www.teknolojiankara.com/Products-URUN2081874-samsung-ue-55hu7500-led-televizyon.html,Samsung UE-55HU7500 LED Televizyon,152,Ev Elektroniği > Televizyonlar > SAMSUNG
651901,2139,http://www.teknolojiankara.com/Products-URUN2081869-samsung-ue-40h7000-led-televizyon.html,Samsung UE-40H7000 LED Televizyon,211,Ev Elektroniği > Televizyonlar > SAMSUNG
652027,1616,http://www.teknolojiankara.com/Products-25744-sony-xperia-z2-d6503-beyaz-207mp-52--16gb-paralel.html,Sony Xperia Z2 D6503 BEYAZ 20.7Mp 5.2 16Gb (Paralel),93,Cep Telefonları > Sony
652531,39,http://www.ucuzlukcu.com/urunler/xigmatek-xaf-f1253-12012025mm-isikli-kasa-fani-bacgv/,Xigmatek XAF-F1253 120*120*25mm Işıklı Kasa Fanı,201,Bilgisayar > Sarf Malzemeleri > Soğutucu ve Fanlar > Fanlar
652739,112,http://www.ucuzlukcu.com/urunler/energizer-lcaehusyippk2-lightning-usb-1m-pembe-data-sarj-kablosu-drhaz/,Energizer LCAEHUSYIPPK2 LIGHTNING Usb 1m Pembe Data + Şarj kablosu,270,Bilgisayar > Sarf Malzemeleri > Kablolar > Usb Kablolar
652771,64,http://www.ucuzlukcu.com/urunler/energizer-lcaechaa15-cl-hdmi-to-hdmi-kablo-qxryl/,Energizer LCAECHAA15 CL HDMI TO HDMI Kablo,281,Bilgisayar > Sarf Malzemeleri > Kablolar > Görüntü Kabloları
652937,37,http://www.ucuzlukcu.com/urunler/s-link-slx-179-vga-m-m-15m-monitor-kablosu-zfbsk/,S-link SLX-179 VGA M/M 15m Monitör Kablosu,102,Bilgisayar > Sarf Malzemeleri > Kablolar > Görüntü Kabloları
653205,50,http://www.ucuzlukcu.com/urunler/energizer-lchehusbsyip2-hightech-usb-1m-iphone-ipad-icin-30pin-to-usb-data-sarj-kablosu-zxjsq/,Energizer LCHEHUSBSYIP2 HIGHTECH Usb 1m iPhone/iPad için 30pin To Usb Data + Şarj kablosu,115,Bilgisayar > Sarf Malzemeleri > Kablolar > Usb Kablolar
653217,52,http://www.ucuzlukcu.com/urunler/energizer-lcaehjackpk2-1-5m-3-5mm-jack-to-3-5mm-jack-pembe-ses-kablosu-bzipu/,Energizer LCAEHJACKPK2 1.5m 3.5mm Jack to 3.5mm Jack Pembe Ses Kablosu,150,Bilgisayar > Sarf Malzemeleri > Kablolar > Ses Kabloları
655842,101,http://www.teknolojiankara.com/Products-7799-hp-c4906a-940xl-siyah-murekkep-kartus-officejet-pro-8000-8500-modeli.html,"HP C4906A 940XL Siyah Mürekkep Kartuş OfficeJet Pro 8000, 8500 Modeli",172,Tüketim Ürünleri > Mürekkepli Yazıcı Kartuşları > HP
655858,487,http://www.telepanya.com/asp/product/91278/ASUS-DSL-AC68U-AC1900-4PORT-1900MBIT-ADSL-VDSL-FIBER-DESTEKLI-GIGABIT-MODEM-ASUS,ASUS DSL-AC68U AC1900 4PORT 1900MBİT ADSL-VDSL-FIBER DESTEKLİ GIGABIT MODEM ASUS,142,Bilgisayarlar > Network Ürünleri > Modem Ürünleri
656160,37,http://www.teknolojiankara.com/Products-22846-hp-cn054a-933xl-mavi-murekkep-kartus.html,HP CN054A (933XL) Mavi Mürekkep Kartuş,20,Tüketim Ürünleri > Mürekkepli Yazıcı Kartuşları > HP
658602,258,http://www.deposhop.com/urun/canon-crg-731c-toner-kartus-mavi,Canon CRG-731C Toner Kartuş Mavi,137,Sarf Malzemeleri > Sarf-Tonerler
658828,13,http://www.ucuzlukcu.com/urunler/addison-hdd-130-mavi-2-5-hdd-kilifi-fxpwa/,Addison HDD-130 Mavi 2.5` Hdd Kılıfı,4,Bilgisayar > Aksesuarlar > HDD Kılıflar
659111,761,http://www.deposhop.com/urun/samsung-sl-c460w-wi-fi-renkli-lazer-fot/tar/yaz-a4,Samsung SL-C460W Wi-Fi Renkli Lazer Fot/Tar/Yaz-A4,244,Yazıcılar > Yazıcı Çeşitleri
659204,382,http://www.deposhop.com/urun/airties-5750-adsl2/vdsl-1600-mbps-11-ac-modem,AirTies 5750 ADSL2+/VDSL 1600 Mbps 11 AC Modem,76,Çevre Birimleri > ADSL Modemler
661269,26,http://www.extraucuzluk.com/urun/s-link-sl-hv56-hdmi-to-vga-cevirici_278168.aspx?CatId=6105,S-LINK SL-HV56 HDMI TO VGA ÇEVİRİCİ,263,Bilgisayar > Bilgisayar Bileşenleri > Tüketim Malzemeleri > Çevirici Kartlar
661302,225,http://www.extraucuzluk.com/urun/195-philips-203v5lsb26-5ms-siyah-led-monitor_187775.aspx?CatId=175,19.5 PHILIPS 203V5LSB26 5MS SİYAH LED MONİTÖR,31,Bilgisayar > Bilgisayar Bileşenleri > Monitörler > LED
661304,202,http://www.extraucuzluk.com/urun/185-philips-193v5lsb262-5ms-siyah-led-monitor_187771.aspx?CatId=175,18.5 PHILIPS 193V5LSB262 5MS SİYAH LED MONİTÖR,156,Bilgisayar > Bilgisayar Bileşenleri > Monitörler > LED
663252,144,http://www.bilisimport.com/pc-battlefield-4-premium-edition,PC BATTLEFIELD 4 PREMIUM EDITION,97,Hobi / Oyun / Müzik > Oyunlar > PC Oyunları
663340,173,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-318521&PSX3-DRAGON-AGE-INQUISITION-Aksiyon-RPG-,PSX3 DRAGON AGE INQUISITION ( Aksiyon RPG ),21,Hobi / Oyun Konsolu >  Oyun ve Oyun Konsolları >  Oyunlar >  PlayStation 3 Oyunları
664774,141,http://www.teknolojiankara.com/Products-17459-zalman-performa-775-1155-1366-2011-am2-am3-fm1-bakir--aluminyum-heat--pipe-12-cm-fan-islemci-fani-cnps11x.html,ZALMAN PERFORMA 775-1155-1366-2011 AM2-AM3-FM1 Bakır / Alüminyum Heat - Pipe 12 Cm Fan İşlemci Fanı CNPS11X,203,Bilgisayar Bileşenleri > Notebook Soğutucular > ZALMAN
665085,118,http://www.ereyon.com.tr/urun/corsair-value-4-gb-ddr3-1333-cmv4gx3m1a1333c9.aspx,Corsair Value 4 GB DDR3 1333 MHz CL9 Tek Modül Ram (CMV4GX3M1A1333C9),94,Bilgisayar > Bilgisayar Bileşenleri > Bellek (Ram)
667214,108,http://www.teknolojiankara.com/Products-13818-corsair-value-4gb-1333mhz-ddr3-cl9-pc-ram-cmv4gx3m1a1333c9.html,CORSAIR Value 4GB 1333Mhz DDR3 CL9 Pc Ram CMV4GX3M1A1333C9,94,Bilgisayar Bileşenleri > Bellekler > CORSAIR
667282,168,http://www.teknolojiankara.com/Products-18125-asus-xonar-ds-71-kanal-pci-ses-karti.html,ASUS Xonar DS 7.1 Kanal Pci Ses Kartı,79,Bilgisayar Bileşenleri > Ses Kartları > ASUS
667434,186,http://www.teknolojiankara.com/Products-17660-asus-xonar-dsx-71-kanal-pcie-ses-karti.html,ASUS Xonar DSX 7.1 Kanal PCIE Ses Kartı,221,Bilgisayar Bileşenleri > Ses Kartları > ASUS
