id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
340,45,http://www.vatanbilgisayar.com/cli-551c-mavi-kartus-ip7250.html,CLI-551C Mavi Kartuş İP7250,10,Tüketim Malzemeleri > Kartuş > CANON
341,264,http://www.vatanbilgisayar.com/25-1tb-my-passport-for-mac-usb30-_-usb20-tasinabilir-disk.html,"WD 2,5"" 1TB My Passport for Mac USB3.0 / USB2.0 Taşınabilir Disk WDBLUZ0010BSL-EESN",222,OEM Ürünleri > Harici Diskler > 2.5 Diskler > WD
342,1618,http://www.kapiteslim.com/urun/samsung-g850-fiyati.aspx,Samsung G850 Fiyatı,9,Cep Telefonu > Samsung Fiyatları
343,199,http://www.kliksa.com/urun/goldmaster-mini-ranger-plus-full-hd-pvr-uydu-alici/900369389,GOLDMASTER MINI RANGER PLUS FULL HD PVR UYDU ALICI,53,TV & Görüntü Sistemleri > Uydu Sistemleri > Uydu Alıcıları
344,940,http://www.extraucuzluk.com/urun/samsung-galaxy-tab-s-t800-105--beyaz-tablet_299141.aspx?CatId=262,"SAMSUNG GALAXY TAB S T800 10.5"" BEYAZ TABLET",112,Bilgisayar > Dizüstü Bilgisayar > Tablet
345,1899,http://www.webdensiparis.com/urun/lg-42lb670v-106-ekran-cinema-3d-smart-full-hd-led-televizyon_1146662.aspx?CatId=6607,Lg 42LB670V 106 Ekran Cinema 3D Smart Full HD Led Televizyon,70,Elektronik ve Televizyon
346,721,http://www.bizdehesapli.com/corsair-cc-9011059-ww-graphite-780t-beyaz-full-tower-pencereli-kasa-psu-yok-urun-CC-9011059-WW,CORSAIR CC-9011059-WW Graphite 780T Beyaz Full-Tower Pencereli KASA ( PSU YOK ),67,Bilgisayar > Bilgisayar Bileşenleri > Bilgisayar Kasaları > CORSAIR CC-9011059-WW Graphite 780T Beyaz Full-Tower Pencereli KASA ( PSU YOK )
347,34,http://www.kliksa.com/urun/hama-hm121908-6-li-akim-korumali-priz-beyaz-2m/902100623,"HAMA HM.121908 6 lı Akım Korumalı Priz, Beyaz, 2m",51,TV & Görüntü Sistemleri > Aksesuar > Akım Koruyucu & Prizler
348,42,http://www.bilisimport.com/philips-dlc2416/10-micro--mini-usb-to-usb-cevirici-kablo,Philips DLC2416/10 Micro + Mini Usb To Usb Çevirici Kablo,256,Aksesuar & Sarf Malz. > Çeviriciler
349,2355,http://www.bizdeuygun.com/Nikon-D7000_58052.html,Nikon D7000 18-105mm VR Lens,242,Kamera
350,152,http://www.webdenal.com/cooler-master-rc-nse-200-kkn1_739243.html,"Rc-nse-200-kkn1 N200 Usb3.0, Siyah Mini Tower Atx Kasa (psu Yok)",104,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Kasa
351,18,http://www.netsiparis.com/targus-amm01eu-tablet-kalemi-siyah,Targus Amm01eu Tablet Kalemi Siyah,161,Bilgisayar > Bilgisayar-Dizüstü > iPad Aksesuarları > iPad Kalemi > Targus
352,42,http://www.vatanbilgisayar.com/sl-hv56-hdmito-vga-cevirici.html,SL-HV56 HDMITO VGA ÇEVİRİCİ,263,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > S-LINK
353,56,http://www.sanalreyonum.com/bilgisayar/logitech-mk240-kablosuz-klavye-mouse-920-005789.html,Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,
354,173,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-318521&PSX3-DRAGON-AGE-INQUISITION-Aksiyon-RPG-,PSX3 DRAGON AGE INQUISITION ( Aksiyon RPG ),21,Hobi / Oyun Konsolu >  Oyun ve Oyun Konsolları >  Oyunlar >  PlayStation 3 Oyunları
355,1202,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-332604&204MP30x-Optik-zum-LcdWi-FIGps,Sony DSC-HX60VB Dijital Fotoğraf Makinesi,200,Foto / Kamera >  Fotoğraf Makinaları >  Dijital Fotoğraf Makineleri
356,9456,http://www.ereyon.com.tr/urun/nikon-d810-body-36-3mp.aspx,"Nikon D810 Body 36,3 MP 3,2'' LCD Dijital Fotoğraf Makinesi",262,Foto & Kamera > Dijital SLR Fotoğraf Makineleri
357,1789,http://www.bizdeuygun.com/LG-42LB670_157577.html,LG 42LB670V,70,Elektronik
358,3,http://www.vatanbilgisayar.com/r03l4b_97-longlife-ince-aaa-4lu-kalem-pil.html,R03L4B/97 LONGLIFE İNCE AAA 4'LÜ KALEM PİL,194,Aksesuar Ürünleri > Piller ve Şarj Aletleri > Alkalin Piller > PHILIPS
359,160,http://www.vatanbilgisayar.com/ihome-portable-bluetooth-speaker-siyah.html,"iHOME Portable Bluetooth Speaker, Siyah",205,Çevre Birimleri > Hoparlör Speaker > Bluetooth Hoparlör > iHOME
360,255,"http://www.mediamarkt.com.tr/mcs/product/CREATIVE-Sound-Blaster-Evo-USB-Kulaküstü-Kulaklık,103452,504979,1248693.html?langId=-14",CREATIVE Sound Blaster Evo USB Kulaküstü Kulaklık,282,Bilgisayar > Oyunculara Özel > Kulaklık
361,10,http://www.vatanbilgisayar.com/sa-c2f-hdmi-mini-hdmi-donusturucu.html,SA-C2F HDMI-MINI HDMI DÖNÜŞTÜRÜCÜ,108,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > SKYPAL
362,71,"http://www.nasabilgisayar.com/LOGITECH-MK240-Kablosuz-Q-Trk-Multimedia-Klavye-Optic-Mouse-Siyah-Set,PR-6846681.html",LOGITECH MK240 Kablosuz Q Trk Multimedia Klavye Optic Mouse Siyah Set,179,Bilgisayar Bileşenleri > Klavye ve Mouselar > Klavye Mouse Setleri
363,115,http://www.exa.com.tr/hp/murekkep_kartuslari/hp_c4906ae-372-16329.html,Hp C4906AE Mürekkep Kartuş Siyah (940XL),172,Sarf > Mürekkep Kartuşları
364,102,http://www.bilisimport.com/hp-c4906a-940xl-siyah-murekkep-kartus,HP C4906A 940XL SIYAH MUREKKEP KARTUS,172,Aksesuar & Sarf Malz. > Kartuş
365,2849,"http://www.tvt.com.tr/Apple-iPhone-6-Plus-16GB-Uzay-Grisi,PR-47704.html",Apple iPhone 6 Plus 16GB Uzay Grisi,48,iPhone
366,94,https://www.tuslagelsin.com/index.php?route=product/product&product_id=1687,Creative A120 2+1 Speaker Siyah (9W),25,Creative A120 2+1 Speaker Siyah (9W)
367,69,http://www.netsiparis.com/epson-t130140-murekkep-kartus,Epson T130140 Mürekkep Kartuş,248,Bilgisayar > Bilgisayar Parçaları > Tüketim Malzemeleri > Kartuşlar > Epson
368,1698,http://www.ucuzlukcu.com/urunler/samsung-galaxy-alpha-g850-akilli-cep-telefonu-ozdvq/,Samsung Galaxy Alpha G850 Akıllı Cep Telefonu,9,Telefon > Akıllı Telefonlar
369,52,"http://www.istanbulbilisim.com.tr/logitech-mk240-kablosuz-klavye-mouse-920-005789-fiyati,73580.html",Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,Klavye & Mouse Setleri > LOGITECH
370,217,http://www.trdukkan.com/Products-24259-hp-d4h22c-deskjet-2645-renkli-inkjet-yazici-a4-fotokopi-tarayici-usb-20.html,HP D4H22C Deskjet 2645 Renkli Inkjet Yazıcı A4 Fotokopi Tarayıcı USB 2.0,40,Yazıcılar > HP
371,616,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=104005,CORSAIR Graphite Series 780T CC-9011059-WW Power Yok USB Ses Beyaz Kasa,67,Bilgisayar Bileşenleri > Kasa
372,2999,http://www.gold.com.tr/samsung-galaxy-nx-ek-gn100-siyah-dslr-fotograf-makinesi_u,Samsung Galaxy NX EK-GN100 Siyah DSLR Fotoğraf Makinesi - 32 GB Hafıza Kartı + Çanta HEDİYE,42,Foto&Kamera > SLR Fotoğraf Makinesi
373,165,http://www.vatanbilgisayar.com/asus-xonar-dsx-71-pci-express-ses-karti.html,Asus Xonar DSX 7.1 PCI Express Ses Kartı,221,OEM Ürünleri > Multimedya Kartlar > Ses Kartı > ASUS
374,45,http://www.vatanbilgisayar.com/braun-eb20-3-1-oral-b-yedek-dis-fircasi.html,BRAUN EB20 3+1 ORAL-B YEDEK DİŞ FIRÇASI,33,Küçük Ev Aletleri > Kişisel Bakım Ürünleri > Ağız ve Diş Bakım Ürünleri > BRAUN
375,155,http://www.vatanbilgisayar.com/cab-150-24awg-full-hd-hdmi-kablo-15m.html,CAB-150 24AWG FULL HD HDMI KABLO 15M,106,Aksesuar Ürünleri > Kablolar > Görüntü Kabloları > GOLDMASTER
376,212,http://www.ucuzlukcu.com/urunler/hp-d4h22c-avantajli-deskjet-2645-fax-yz-tar-fot-a4-arfxs/,HP D4H22C Avantajlı DeskJet 2645 Fax/Yz/Tar/Fot-A4,40,Bilgisayar > Yazıcılar ve Aksesuarlar > Yazıcılar
377,29,http://www.extraucuzluk.com/urun/frisby-fhc-2530s-25-sata-usb-30-95mm-hd_133957.aspx?CatId=157,FRISBY FHC-2530S 2.5 SATA USB 3.0 9.5MM HD,130,Bilgisayar > Bilgisayar Bileşenleri > Hardiskler > Aksesuar
378,899,http://www.teknosa.com/urunler/125071287/sony-xperia-m2-cift-sim-siyah-akilli-telefon,SONY XPERIA M2 ÇİFT SİM SİYAH AKILLI TELEFON,38,TELEKOM > AKILLI TELEFON
379,156,http://www.buroteknik.com/edifier-image-series-aurora-aurora-pp-tutku-pembesi-22w-rms-2-1-notebook-ses-sistemi_88125.html,EDIFIER Image Series Aurora AURORA-PP Tutku Pembesi 22W RMS 2.1 Notebook Ses Sistemi,220,Bilgisayar Tablet Yazıcı > Kulaklık Webcam Hoperlör > Hoparlörler
380,159,http://www.ucuzlukcu.com/urunler/pc-world-of-warcraft-warlords-of-draenor-obfna/,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR,128,Bilgisayar > Yazılım Ürünleri > Oyunlar > Bilgisayar Oyunları
381,45,"http://www.mediamarkt.com.tr/mcs/product/BROTHER-LC-47C-400-Sayfa-Mavi-Kartuş,103452,504977,1772137.html?langId=-14",BROTHER LC-47C 400 Sayfa Mavi Kartuş,59,Bilgisayar > Hafıza & Depolama Ürünleri > Disk Kutuları
382,13,"http://www.mediamarkt.com.tr/mcs/product/HAMA-HM-122295-3-5-mm---2RCA-1-5-m-Siyah-Stereo-Ses-Kablosu,103452,465562,1515909.html?langId=-14","HAMA HM 122295 3,5 mm - 2RCA 1,5 m Siyah Stereo Ses Kablosu",219,Tv & Ses > TV Aksesuar > Kablolar
383,176,http://www.birnumaram.com/PC-WORLD-OF-WARCRAFT-WARLORDS-OF-DRAENOR_158931.html,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR,128,Oyun Dünyası > Oyunlar > PC
384,19,http://www.ucuzlukcu.com/urunler/pc-harry-potter-and-the-deathly-hallows-part-2-pkcml/,PC HARRY POTTER AND THE DEATHLY HALLOWS PART 2,109,Bilgisayar > Yazılım Ürünleri > Oyunlar > Bilgisayar Oyunları
385,38,http://www.webdenal.com/frisby-fk-w98qu_623179.html,Fk-w98qu 2.4ghz. Kablosuz Klavye & Mouse Set,77,Bilgisayar Ürünleri > Çevre Birimleri > Klavye Mouse Set
386,243,http://www.vatanbilgisayar.com/rs-550-silent-pro-gold-80plus-550w-guc-kaynagi.html,COOLER MASTER RS 550 SILENT PRO GOLD 80PLUS 550W GÜÇ KAYNAĞI RS-550-80GAJ3-EU,268,OEM Ürünleri > Güç Kaynakları > COOLER MASTER
387,220,"http://www.istanbulbilisim.com.tr/air-5343_air-4310-airties-modem-en-ucuz-fiyatlari,56187.html","AirTies AIR-5343_AIR-4310 ADSL 2+, Kablosuz, 4 Port Ethernet 150Mbps Modem",84,Modem > AIRTIES
388,1842,http://www.incehesap.com/lg-42lb670v-led-tv-fiyati-24873/,Lg 42LB670V Full HD 3D Dahili Uydu Wİ-Fİ Led TV,70,Elektronik > Televizyon > LED TV
389,542,http://www.dijitall.com/tefal-gv8930-pro-express-utu,Tefal GV8930 Pro Express Ütü,178,Elektrikli Ev Aletleri > Ütüler
390,2322,https://www.tuslagelsin.com/index.php?route=product/product&product_id=1307,Apple Mac Mini MGEN2TU/A i5 2.6GHz 8GB 1TB,29,Apple Mac Mini MGEN2TU/A i5 2.6GHz 8GB 1TB
391,296,https://www.tuslagelsin.com/index.php?route=product/product&product_id=1748,Canon CRG-731M Toner Kartuş Kırmızı,233,Canon CRG-731M Toner Kartuş Kırmızı
392,39,http://www.webdenal.com/brother-lc-47c_44017.html,Lc47-c Mavi Kartuş 400 Sayfa,59,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
393,60,http://www.webdenal.com/targus-thz37202eu_656999.html,Thz37202eu Foliostand Mini Ipad Kılıf Mavi,148,Bilgisayar Ürünleri > Aksesuarlar > Tablet Aksesuar > Tablet Kılıf
394,258,http://www.webdenal.com/xigmatek-cpa-070bcd-u42_740698.html,Cpa-070bcd-u42 700w 82 Plus Bronze Psu,225,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Power Supply
395,320,http://www.telepanya.com/asp/product/88067/AirTies-AIR-5750-Wireless-Modem,AirTies AIR-5750 Wireless Modem,76,Bilgisayarlar > Network Ürünleri > Modem Ürünleri > Wireless Modemler > AIRTIES
396,1665,http://www.trdukkan.com/Products-27604-samsung-g850f-galaxy-alpha-silver-12mp-47--32gb-paralel.html,Samsung G850F GALAXY ALPHA Silver 12mp 4.7 32Gb (Paralel),9,Cep Telefonları > Samsung
397,899,http://www.vatanbilgisayar.com/sony-xperia-m2-dual-akilli-telefon-siyah.html,SONY XPERIA M2 DUAL AKILLI TELEFON (SİYAH),38,Tüketici Elektroniği > Cep Telefonu > Akıllı Telefon > SONY
398,21,http://www.bimeks.com.tr/urun/127829/addison-hdd-130-hard-disk-kilifi-mavi.aspx,Addison HDD-130 Hard Disk Kılıfı Mavi,4,Aksesuar > Çanta - Kılıf > Addison HDD-130 Hard Disk Kılıfı Mavi
399,7998,http://www.bedavacim.com.tr/LG-65UB980V-LED-Televizyon_17681.html,LG 65UB980V LED Televizyon,75,Televizyon > LED Televizyon > LG Led Tv
400,570,http://www.deposhop.com/urun/tefal-gv8930-pro-express-utu,Tefal GV8930 Pro Express Ütü,178,Kazanlı & Buharlı Ütü
401,1692,http://www.gold.com.tr/sapphire-r9-290x-4gb-gddr5-11226-00-40g-ekran-karti_u,Sapphire R9 290X 4GB GDDR5 11226-00-40G Ekran Kartı - TRI-X OC 512Bit 2xDVI-D DP HDMI - HDMI Kablo Hediye!,223,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartı
402,351,http://www.vatanbilgisayar.com/sound-blaster-evo-usb-oyuncu-kulakligi.html,SOUND BLASTER EVO USB OYUNCU KULAKLIĞI,282,Aksesuar Ürünleri > Kulaklık ve Mikrofon > Oyun Kulaklığı > CREATIVE
403,20,http://www.vatanbilgisayar.com/xaf-serisi-120mm-turuncu-led-fan.html,XIGMATEK XAF SERİSİ 120MM TURUNCU LED FAN XAF-F1253,201,OEM Ürünleri > Soğutma Sistemleri > Fanlar > XIGMATEK
404,65,http://www.teknolojiankara.com/Products-15409-oki-44173405-ml-5720-5790-siyah-serit.html,OKI 44173405 ML-5720-5790 Siyah Şerit,105,Tüketim Ürünleri > Matris Şeritler > OKI
405,1356,http://www.vatanbilgisayar.com/evga-x99-classified-intel-x99-soket-2011v3-ddr4-3000mhz-oc-anakart.html,EVGA X99 Classified Intel X99 Soket 2011V3 DDR4 3000Mhz (O.C) Anakart,113,OEM Ürünleri > Anakartlar > INTEL Uyumlu > EVGA
406,62,http://www.bizdehesapli.com/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor-urun-AIR-2411,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,Bilgisayar > Ağ (Network) Ürünleri > Kablosuz Ağ İletişim Kartları > AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör
407,10,http://www.gold.com.tr/s-link-slx-241-adaptor_u,S-link Slx-241 Adaptör - HDMI To DVI 24 1M,72,Bilgisayar > Bilgisayar Aksesuarları > Çeviriciler
408,44,http://www.gold.com.tr/philips-shl3000bl-10-mavi-kafa-bantli-kulaklik_u,Philips SHL3000BL/10 Mavi Kafa Bantlı Kulaklık,266,Bilgisayar > Çevre Birimleri > Kulaklık
409,273,http://www.vatanbilgisayar.com/crg-731m-kirmizi-toner-mf8280cw.html,CRG-731M KIRMIZI TONER MF8280CW,233,Tüketim Malzemeleri > Toner > CANON
410,41,http://www.birnumaram.com/Ttec-Tk150-Masa-C39CstC3BC-Duvar-Tipi-Telefon-Siyah-fiyatlari.html,Ttec Tk150 Masa Üstü / Duvar Tipi Telefon Siyah,32,Telefon - İletişim > Kablolu Telefonlar
411,39,http://www.hizlial.com/microsoft-2ef-00003-wireless-mobile-3000-mouse/10226871,Microsoft (2EF-00003) Wireless Mobile 3000 Mouse,133,Bilgisayar > Çevre Birimleri > Mouse
412,230,http://www.vatanbilgisayar.com/deskjet-2645-yazici-tarayici-fotokopifaks.html,"DESKJET 2645 YAZICI ,TARAYICI ,FOTOKOPİ,FAKS D4H22C",40,Yazıcı > İnkjet Çok Fonksiyonlu Yazıcılar > Fakslı Yazıcı > HP
413,8999,"http://www.mediamarkt.com.tr/mcs/product/LG-65UB980V-65-inç-164-cm-Ekran-4K-ULTRA-HD-3D-SMART-LED-TV-Dahili-HD-Uydu-Alıcılı,103452,465025,1335979.html?langId=-14",LG 65UB980V 65 inç 164 cm Ekran 4K ULTRA HD 3D SMART LED TV Dahili HD Uydu Alıcılı,75,Tv & Ses > Televizyon > LCD / LED
414,6999,http://www.buroteknik.com/nikon-d810-body-36-3-mp-3-2-lcd-full-frame-fx-profesyonel-dslr-fotograf-makinesi_146819.html,"Nikon D810 Body 36.3 MP 3.2"" LCD Full Frame (FX) Profesyonel DSLR Fotoğraf Makinesi",262,Fotoğraf Makinesi ve Lens > DSLR Fotoğraf Makineleri
415,20,http://www.hizlial.com/thermaltake-harmor-35-korumali-kirmizi-hdd-kutusu-st0034z/10355529,"Thermaltake Harmor 3.5"" Korumalı Kırmızı HDD Kutusu (ST0034Z)",230,Bilgisayar > Bilgisayar Aksesuarlar > Disk Kutuları
416,40,http://www.gold.com.tr/hp-933xl-camgobegi-officejet-murekkep-kartusu-cn054a-_u,HP 933XL Camgöbeği Officejet Mürekkep Kartuşu (CN054A),20,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
417,88,http://www.novabilgisayar.com/bilgi.asp?ID=6993,CREATIVE A120 2+1 9W RMS Hoparlör,25,SES SİSTEMİ > CREATIVE > A120
418,189,http://www.kliksa.com/urun/arnica-bitkidem-pro-otomatik-cay-makinesi/980004554,ARNİCA BİTKİDEM PRO OTOMATİK ÇAY MAKİNESİ,158,Elektrikli Ev Aletleri > Çay & Kahve Makinesi > Çay Makinesi
419,20,http://www.vatanbilgisayar.com/pc-prototype.html,PC PROTOTYPE,154,Yazılım > Oyunlar > PC > ARAL
420,49,"http://www.mediamarkt.com.tr/mcs/product/ARAL-Medal-of-Honor:-Warfighter-Xbox-360,103452,465888,1749071.html?langId=-14",ARAL Medal of Honor: Warfighter Xbox 360,62,Oyun & Hobi > Oyunlar > Xbox Oyunları
421,48,http://www.vatanbilgisayar.com/smg-tab3-04-galaxy-tab3-10-pc-tablet-kilifi--gri.html,SMG-TAB3-04 GALAXY TAB3 10.1'' PC TABLET KILIFI- (GRİ),280,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > ADDISON
422,321,http://www.webdenal.com/asus-me176cx-1a008a_696945.html,"Me176cx-1a008a Quad Core 1 Gb 8 Gb 7"" Android 4.4",186,Bilgisayar > Tablet
423,79,"http://www.nasabilgisayar.com/EPSON-Epson-T130140-Murekkep-Kartus,PR-7453056.html",EPSON Epson T130140 Mürekkep Kartuş,248,Baskı Ürünleri > Aksesuar ve Sarf > Kartuş
424,249,http://www.teknosa.com/urunler/120170339/philips-gc486037-utu,PHILIPS GC4860/37 UTU,145,BEYAZ EŞYA > ELEKTRİKLİ EV ALETLERİ > ÜTÜ
425,30,"http://www.istanbulbilisim.com.tr/microsoft-2ef-00003-wireless-mobile-mouse-3000-fiyati,31356.html",Microsoft 2EF-00003 Wireless Mobile Mouse 3000,133,Mouse > MICROSOFT
426,223,http://www.vatanbilgisayar.com/korkmaz-a409-dynamica-kati-meyve-presi.html,KORKMAZ A409 DYNAMİCA KATI MEYVE PRESİ,143,Küçük Ev Aletleri > Mutfak Ürünleri > Meyve Sıkıcı > KORKMAZ
427,9,http://www.bilisimport.com/s-link-slx-590-rg6-/u-2m-anten-kablosu,S-link SLX-590 RG6 /U 2m Anten Kablosu,63,Aksesuar & Sarf Malz. > Kablolar > TV Anten Kabloları
428,615,https://www.tuslagelsin.com/index.php?route=product/product&product_id=628,Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK,197,Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK
429,2238,http://www.teknolojiankara.com/Products-URUN2081888-samsung-ue-48h6270-led-televizyon.html,Samsung UE-48H6270 LED Televizyon,87,Ev Elektroniği > Televizyonlar > SAMSUNG
430,23,http://www.aynigunkargo.com/pc-far-cry-3,PC FAR CRY 3,56,Oyun / Oyun Konsolları > Oyun > PC
431,5722,"http://www.istanbulbilisim.com.tr/samsung-ue-55hu7500-led-tv-fiyati,112017.html",Samsung UE-55HU7500 Led Tv,152,Led Tv > SAMSUNG
432,190,http://www.sanalreyonum.com/canon-crg-731c-toner-kartus-mavi.html,Canon CRG-731C Toner Kartuş Mavi,137,
433,761,http://www.deposhop.com/urun/samsung-sl-c460w-wi-fi-renkli-lazer-fot/tar/yaz-a4,Samsung SL-C460W Wi-Fi Renkli Lazer Fot/Tar/Yaz-A4,244,Yazıcılar > Yazıcı Çeşitleri
434,37,http://www.kliksa.com/urun/canon-cli-526bk/900176411,Canon CLI-526BK,180,Bilgisayar > Yazıcılar > Kartuş-Toner-Drum
435,24,http://www.gold.com.tr/ttec-2ek7030-galaxy-s5-ekran-koruyucu_u,Ttec 2EK7030 Galaxy S5 Ekran Koruyucu - Parmak İzi Bırakmaz,144,Telefon > Cep Telefon Aksesuarları > Ekran Koruyucu
436,567,http://www.teknobiyotik.com/donanim/anakart-mainboard/gigabyte-z97x-gaming-5-intel-z97-soket-1150-ddr3-3200mhz-o-c-hdmi-dvi-anakart.html,GIGABYTE Z97X-Gaming 5 Intel Z97 Soket 1150 DDR3 3200MHz(O.C) HDMI&DVI Anakart,126,Anakart
437,553,http://www.vatanbilgisayar.com/zyxel-nsa-325-network-depolama-unitesi-2-disk-destekli.html,ZYXEL NSA-325 NETWORK DEPOLAMA ÜNİTESİ (2 DİSK DESTEKLİ),15,OEM Ürünleri > Harddisk Kutuları > Network Depolama > ZYXEL
438,512,http://www.bedavacim.com.tr/ASUS-DSL-AC68U-AC1900-4PORT-1900MBiT-ADSL-VDSL-FIBER-DESTEKLi-GIGABIT-MODEM-ASUS_81247.html,ASUS DSL-AC68U AC1900 4PORT 1900MBİT ADSL-VDSL-FIBER DESTEKLİ GIGABIT MODEM ASUS,142,Bilgisayar > Ag / Modem > Modemler
439,13,http://www.webdenal.com/digitus-dk-1511-100-10-metre-cat5-utp-patch-cord-g_116906.html,Dk-1511-100 10 Metre Cat5 Utp Patch Cord Grı Rj-45,66,Bilgisayar Ürünleri > Aksesuarlar > Kablolar > Network Kablo
440,73,http://www.bilisimport.com/everest-ewn-689n-300-mbps-usb-kablosuz-adaptor,Everest EWN-689N 300 Mbps Usb Kablosuz Adaptör,204,OEM & Çevre Birimleri > Kablosuz Ağ Ürünleri
441,39,http://www.ucuzlukcu.com/urunler/xigmatek-xaf-f1253-12012025mm-isikli-kasa-fani-bacgv/,Xigmatek XAF-F1253 120*120*25mm Işıklı Kasa Fanı,201,Bilgisayar > Sarf Malzemeleri > Soğutucu ve Fanlar > Fanlar
442,1679,http://www.vatanbilgisayar.com/ipad-air-2-64gb-wifi-gold-97retina-bluetooth-10saate-kadarpil-omru437gr.html,Ipad Air 2-64GB WIFI-Gold-9.7''Retina-Bluetooth-10Saate KadarPil Ömrü437Gr MH182TU/A,246,Bilgisayar > Tablet > APPLE
443,243,http://www.aynigunkargo.com/19.5-203v5lsb26/62-led-5ms-parlak-siyah,"19.5"" 203V5Lsb26/62 Led 5Ms Parlak Siyah",31,Bilgisayar > Monitör
444,39,http://www.bimeks.com.tr/urun/124898/everest-tk-5-led-lcd-slim-aski-aparati.aspx,Everest TK-5 LED/LCD Slim Askı Aparatı,165,Aksesuar > Tv & Projektör Askı Aparatı > Everest TK-5 LED/LCD Slim Askı Aparatı
445,132,http://www.bizdehesapli.com/logitech-g230-kablolu-oyuncu-kulakligi-981-000540-urun-981-000540,Logitech G230 Kablolu Oyuncu Kulaklığı 981-000540,212,Bilgisayar > Çevre Birimleri > Kulaklıklar > Logitech G230 Kablolu Oyuncu Kulaklığı 981-000540
446,1261,http://www.bimeks.com.tr/urun/144538/toshiba-w30dt-a-104-touch-w8-.aspx,"Toshiba W30Dt-A-104 Touch (W8) AMD A4 1200 1,0 Ghz 13,3"" 4 GB 500 GB Windows 8 Notebook",171,Bilgi Teknolojileri > Bilgisayarlar > Notebook > Toshiba W30Dt-A-104 Touch (W8)
447,39,http://www.hizlial.com/logitech-m317-wireless-mouse-silver-910-004183/10494256,Logitech M317 Wireless Mouse Silver (910-004183),55,Bilgisayar > Çevre Birimleri > Mouse
448,109,http://www.buroteknik.com/canon-cli-521-mp560-mp620-ip3600-ip4700-modelleri-icin-renkli-murekkep-kartus_11936.html,Canon CLI-521CMY MP640 MX860 iP3600 iP4700 Üç Renk Avantaj Paketi,190,Toner Kartuş Şerit > Kartuş
449,2128,http://www.vatanbilgisayar.com/evga-gtx980-superclock-acx-20-gddr5-4gb-256bit-dx12-nvidia-geforce-ekran-karti.html,Evga GTX980 SuperClock ACX 2.0 GDDR5 4GB 256Bit DX12 Nvidia GeForce Ekran Kartı 04G-P4-2983-KR,250,OEM Ürünleri > Ekran Kartları > NVIDIA > EVGA
450,700,http://www.vatanbilgisayar.com/gv-8930-pro-express-total-auto-control-3-ayarli-buhar-jeneratorlu-utu.html,GV 8930 PRO EXPRESS TOTAL AUTO CONTROL 3 AYARLI BUHAR JENERATÖRLÜ ÜTÜ,178,Küçük Ev Aletleri > Ütüler > TEFAL
451,1382,http://www.dijitall.com/samsung-g850f-galaxy-alpha-cep-telefonu-gumus-beyaz,"Samsung G850F Galaxy Alpha Cep Telefonu (Gümüş,Beyaz)",9,Telefon > Cep Telefonu
452,248,http://www.bilisimport.com/ranger-hd-plus-pvr,Goldmaster RANGER HD PLUS PVR Dijital Uydu Alıcısı,53,Ev Aletleri & Elektronik > Uydu Alıcı
453,699,http://www.kliksa.com/urun/tefal-gv8930-pro-express-total-auto-control-buhar-kazanli-utu/901845497,TEFAL GV8930 PRO EXPRESS TOTAL AUTO CONTROL BUHAR KAZANLI ÜTÜ,178,Elektrikli Ev Aletleri > Ütü
454,262,http://www.bimeks.com.tr/urun/139507/korkmaz-a367-05-caykahve-makinesi-beyaz-siyah-.aspx,Korkmaz A367-05 ÇayKahve Makinesi(Beyaz/Siyah),110,Ev Teknolojileri > Mutfak Aletleri > Çay ve Kahve Keyfi > Korkmaz A367-05 ÇayKahve Makinesi(Beyaz/Siyah)
455,476,http://www.eksenbilgisayar.com/urun/asus-dsl-ac68u-600-mbps-4-port-usb-adsl22-adsl-vdsl2-fiber-3g4g-destekli-modem-router.aspx,ASUS DSL-AC68U AC1900 1900Mbit ADSL-VDSL-FIBER Destekli Gigabit Modem Router,142,İnternet - Ağ Ürünleri > Modem
