id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
337,1177,http://www.novabilgisayar.com/bilgi.asp?ID=9566,"SAPPHIRE R9 290X TRI-X OC, 4 GB, PCIExp Ekran Kartı, DDR5, 512 bit, 1040/5200",223,EKRAN KARTI > SAPPHIRE > R9 290X TRI-X OC
338,233,http://www.dijitall.com/store/ProductDetails.aspx?productid=240726,HP KRT NO 971 KIRMIZI CN623A,239,"Bilgisayar > Baskı, Printer, Fax > Mürekkep Püskürtmeli"
339,1499,http://www.vatanbilgisayar.com/canon-600d-dc-18-mp-30-lcd-ekran-slr-dijital-fotograf-makinesi.html,"CANON 600D DC 18 MP 3,0"" LCD EKRAN SLR DIJITAL FOTOĞRAF MAKİNESİ 600D 18-55 DC",260,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital SLR > CANON
340,62,http://www.bimeks.com.tr/urun/124069/sony-nwz-b173b-4gb-mp3-player-siyah-.aspx,Sony NWZ-B173B 4GB Mp3 Player (Siyah),177,Dijital Yaşam > Dijital Müzik Çalar > MP3 Çalar > Sony NWZ-B173B 4GB Mp3 Player (Siyah)
341,10,http://www.bimeks.com.tr/urun/120553/sandisk-8-gb-usb-cruzer-switch-sdcz52-008g-b35-.aspx,Sandisk 8 GB USB Cruzer Switch (SDCZ52-008G-B35),191,Bilgi Teknolojileri > Çevre Birimi > USB Bellek > Sandisk 8 GB USB Cruzer Switch (SDCZ52-008G-B35)
342,36,http://www.vatanbilgisayar.com/mikado-md-bt11-tf-kart--fm-destekli-bluetoot-sarjli-speaker--kirmizi.html,MIKADO MD-BT11 TF Kart + FM Destekli Bluetoot Şarjlı Speaker - Kırmızı,134,Çevre Birimleri > Hoparlör Speaker > Bluetooth Hoparlör > MIKADO
343,2575,http://www.aksarayiletisim.com/Apple-iPhone-6-Gold-16GB-Distrubutor-Garantili_610.html,Apple iPhone 6 Plus 16GB Distrübütör Garantili,48,APPLE
344,240,http://www.trdukkan.com/Products-26920-cooler-master-silent-pro-550w-gaming-edition-moduler-psu-12-cm-fan-rs550-80gaj3-eu-aktif-pfc.html,COOLER MASTER Silent Pro 550W Gaming Edition Modüler Psu 12 Cm Fan RS550-80GAJ3-EU (Aktif Pfc),268,Bilgisayar Bileşenleri > Kasa Güç Kaynakları > COOLER MASTER
345,69,http://www.vatanbilgisayar.com/cab-539-28awg-14-full-hd-hdmi-altin-uclu-kablo-5m.html,CAB-539 28AWG 1.4 FULL HD HDMI ALTIN UÇLU KABLO 5M,276,Aksesuar Ürünleri > Kablolar > Görüntü Kabloları > GOLDMASTER
346,19,http://www.ucuzlukcu.com/urunler/pc-assassins-creed-lqgxi/,PC ASSASSINS CREED,253,Bilgisayar > Yazılım Ürünleri > Oyunlar > Bilgisayar Oyunları
347,11,http://www.hizlial.com/s-link-slx-422-2m-dijital-optik-ses-kablosu/10463660,S-link SLX-422 2m Dijital Optik Ses Kablosu,214,Bilgisayar > Bilgisayar Aksesuarlar > Kablolar
348,235,http://www.eksenbilgisayar.com/urun/xerox-106r01476-siyah-toner-26k---6121--.aspx,XEROX 106R01476 Yüksek Kapasite Siyah Toner Phaser 6121,68,Tüketim Ürünleri > Sarf Malzemeler > Toner
349,19,http://www.vatanbilgisayar.com/8-gb-sdhc-class-4-hafiza-karti-1476.html,TRANSCEND 8 GB SDHC CLASS-4 HAFIZA KARTI,34,Tüketici Elektroniği > Hafıza Kartı > SDHC > TRANSCEND
350,1899,"http://www.tvt.com.tr/Mac-Mini-MGEN2TUA-Dual-Core-i5-26-GHz8GB1TBIntel-Iris,PR-47730.html",Mac Mini MGEN2TU/A Dual-Core i5 2.6 GHz/8GB/1TB/Intel Iris,29,Mac > Mac Mini
351,160,http://www.vatanbilgisayar.com/pc-world-of-warcraft-warlords-of-draenor.html,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR,128,Yazılım > Oyunlar > PC > ARAL
352,2199,http://www.bedavacim.com.tr/Samsung-UE-48H6260-LED-Televizyon_17542.html,Samsung UE-48H6270 3D Smart LED Televizyon,87,Televizyon > LED Televizyon > Samsung Led Tv
353,2599,http://www.kliksa.com/urun/nikon-d7000-18-105mm-vr-kit-dijital-fotograf-makinesi/902048291,NIKON D7000 18-105MM VR KIT DİJİTAL FOTOĞRAF MAKİNESİ,242,Fotoğraf Makinesi ve Kamera > Fotoğraf Makinesi > DSLR
354,337,http://www.buroteknik.com/zyxel-nsa-325-2x4tb-disk-destekli-depolama-c39cnitesi_155268.html,Zyxel NSA-325 2x4TB Disk Destekli Depolama Ünitesi,15,Bilgisayar Tablet Yazıcı > Veri Depolama / Yedekleme > NAS Yedekleme Üniteleri
355,45,http://www.vatanbilgisayar.com/lc47c-mavi-kartus-115c215c3240c5440cn1840c.html,"LC47C Mavi Kartuş 115C,215C,3240C,5440CN,1840C",59,Tüketim Malzemeleri > Kartuş > BROTHER
356,64,http://www.exa.com.tr/logitech/klavye_setler/logitech_mk240-338-20840.html,Logitech MK240 Kablosuz Klavye Mouse 920-005789,179,Bilg.Parçaları > Klavye Setler
357,303,http://www.exa.com.tr/coolermaster/power_supply/cooler_master-343-22174.html,Cooler Master 550W RS550-80GAJ3-EU Güç Kaynağı,268,Bilg.Parçaları > Power Supply
358,46,http://www.vatanbilgisayar.com/ps3-wwe-all-stars.html,PS3 WWE ALL STARS,271,Yazılım > Oyunlar > Ps3 > ARAL
359,20,http://www.webdenal.com/targus-amm01eu-tablet-kalemi-siyah_356867.html,Amm01eu Tablet Kalemi Siyah,161,Bilgisayar Ürünleri > Aksesuarlar > Tablet Aksesuar > Tablet Kalem
360,142,http://www.netsiparis.com/edifier-image-series-aurora-aurora-pp-tutku-pembesi-22w-rms-2-1-notebook-ses-sistemi,"EDIFIER Image Series Aurora AURORA-PP, Tutku Pembesi, 22W RMS, 2.1 Notebook Ses Sistemi",220,Bilgisayar > Bilgisayar Parçaları > Hoparlör/Kulaklık/Ses > 2+1 Hoparlörler > Edifier
361,77,http://www.eksenbilgisayar.com/urun/epson-t130140-siyah-kartus--bx525wd625fwd620fw-.aspx,EPSON T130140 Siyah Kartuş B42WD BX630FW SX620FW 3520DWF 7525,248,Tüketim Ürünleri > Sarf Malzemeler > Toner
362,511,http://www.ereyon.com.tr/urun/corsair-force-gs-cssd-f240gbgs-bk-240gb.aspx,Corsair CSSD-F240GBGS-BK Force GS 240Gb Sata3 SSD,197,Bilgisayar > Veri Depolama > SSD (Solid State Drive)
363,532,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=103292,GIGABYTE GA-Z97X-Gaming 5 Z97 LGA1150 DDR3-3200MHz Anakart,126,Bilgisayar Bileşenleri > Anakart
364,76,http://www.ucuzlukcu.com/urunler/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor-jgidr/,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,Bilgisayar > Ağ Ürünleri & Modemler > Kablosuz Adaptörler
365,103,http://www.webdenal.com/corsair-bc-cmv4gx3m1a1333c9_388537.html,"Cmv4gx3m1a1333c9 4gb, 1333mhz, Ddr3 Cl9 Value Tek Modül Memory",94,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Bellek (RAM) > PC Ram
366,42,http://www.hizlial.com/casio-dj-220d-hesap-makinesi-12-hane/10143813,Casio DJ-220D Hesap Makinesi 12 Hane,218,Ofis & Kırtasiye > Okul Ürünleri > Hesap Makineleri
367,131,http://www.netsiparis.com/corsair-cmv4gx3m1a1333c9-4gb-value-ddr3-1333mhz-cl9-dimm,Corsair CMV4GX3M1A1333C9 4GB Value DDR3-1333Mhz CL9 DIMM,94,Bilgisayar > Bilgisayar Parçaları > Bellek (Ram) > DDR3 Ramlar > Corsair
368,164,"http://www.istanbulbilisim.com.tr/korkmaz-a409-dynamica-kati-meyve-presi-fiyati,119553.html",Korkmaz A409 Dynamica Katı Meyve Presi,143,Meyve Sıkıcı > KORKMAZ
369,52,http://www.trdukkan.com/Products-23934-980-000815-logitech-z150-snow-beyaz-speaker.html,980-000815 Logitech Z150 SNOW Beyaz Speaker,23,Bilgisayar Bileşenleri > Hoparlör > Logitech
370,234,http://www.dijitall.com/store/ProductDetails.aspx?productid=238962,"SEAGATE 2,5"" 1TB BP USB 3.0 GÜMÜŞ STDR1000201",116,Bilgisayar > Donanım Parçaları > Harddisk ve Harici Harddisk
371,31,http://www.vatanbilgisayar.com/matlab-yapay-zeka-ve-muhendislik-uygulamalari.html,Matlab: Yapay Zeka ve Mühendislik Uygulamaları,100,Kitaplar > Program Kitapları > PUSULA
372,51,http://www.vatanbilgisayar.com/logitech-m317-wireless-mouse-white.html,LOGITECH M317 WIRELESS MOUSE (WHITE) 910-004183,55,OEM Ürünleri > Mouse > Notebook Mouse > LOGITECH
373,1249,http://www.vatanbilgisayar.com/toshiba-satellite-c50-celeron-n2830-241ghz-4gb-750gb-int-156-w81-notebook.html,TOSHIBA SATELLITE C50 CELERON N2830 2.41GHZ-4GB-750GB-INT-15.6-W8.1 NOTEBOOK C50-B-13H,1,Bilgisayar > Notebook > TOSHIBA
374,982,http://www.pcdepo.com/samsung-galaxy-tab-s-t800-10-5-wifi-beyaz-tablet-pc,Samsung Galaxy Tab S T800 10.5 WiFi Beyaz Tablet PC,112,Samsung Galaxy Tab S T800 10.5 WiFi Beyaz Tablet PC
375,78,http://www.exa.com.tr/airties/kablosuz_urunler/airties_air-385-17509.html,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,Network > Kablosuz Ürünler
376,1616,http://www.teknolojiankara.com/Products-25744-sony-xperia-z2-d6503-beyaz-207mp-52--16gb-paralel.html,Sony Xperia Z2 D6503 BEYAZ 20.7Mp 5.2 16Gb (Paralel),93,Cep Telefonları > Sony
377,192,http://www.worldteknoloji.com/Products-24655-seagate-25-backup-plus-1tb-usb-30-external-hdd-gumus-stdr1000201.html,SEAGATE 2.5 BACKUP PLUS 1TB USB 3.0 EXTERNAL HDD GÜMÜŞ STDR1000201,116,Bilgisayar Bileşenleri > Harddiskler > SEAGATE
378,1569,http://www.incehesap.com/ipad-air2-64gb-tablet-pc-fiyati-25797/,Apple iPad Air2 64GB Wi-Fi Gold Tablet (MH182TU/A),246,Dizüstü > Tablet PC
379,478,http://www.webdenal.com/asus-dsl-ac68u_706381.html,Dsl-ac68u Çift Bant Kablosuz-ac1900 Gigabit Adsl/vdsl Modem Router,142,Bilgisayar Ürünleri > Network / Modem > ADSL Modem
380,1675,http://www.worldteknoloji.com/Products-27223-samsung-g850f-galaxy-alpha-white-12mp-47--32gb-paralel.html,Samsung G850F GALAXY ALPHA White 12mp 4.7 32Gb (Paralel),9,Cep Telefonları > Samsung
381,68,http://www.telepanya.com/asp/product/89684/Airties-Air-2411-Kablosuz-Ag-Adaptoru,Airties Air 2411 Kablosuz Ağ Adaptörü,80,Bilgisayarlar > Çevre Birimleri > Network Ürünleri > Kablosuz Ağ Ürünleri > AIRTIES
382,18,"http://www.istanbulbilisim.com.tr/s-link-slx-935-scart-2m-gold-kilifli-kablo-fiyati,68749.html",S-link SLX-935 SCART 2m Gold+Kılıflı Kablo,61,Tv Aksesuar > S-LINK
383,2921,http://www.aynigunkargo.com/iphone-6-plus-16-gb-silver-cep-telefonu,İphone 6 Plus 16 Gb Silver Cep Telefonu,48,Telefon > Cep Telefonları
384,1218,http://www.vatanbilgisayar.com/lenovo-g5045-amd-a6-18ghz-4gb-500gb-156-2gb-w81-notebook-bilgisayar.html,LENOVO G5045 AMD A6 1.8GHZ-4GB-500GB-15.6'-2GB-W8.1 NOTEBOOK BILGISAYAR,155,Bilgisayar > Notebook > LENOVO
385,58,http://www.eksenbilgisayar.com/urun/asus-usb-n13-300-mbps-usb-wireless-adaptor.aspx,ASUS USB-N13 300 Mbps USB Wireless Adaptör,181,İnternet - Ağ Ürünleri > Access Point
386,34,http://www.webdenal.com/canon-cli-551c_615313.html,Clı-551c Mavi Mürekkep Kartuş,10,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
387,208,http://www.teknolojiankara.com/Products-24259-hp-d4h22c-deskjet-2645-renkli-inkjet-yazici-a4-fotokopi-tarayici-usb-20.html,HP D4H22C Deskjet 2645 Renkli Inkjet Yazıcı A4 Fotokopi Tarayıcı USB 2.0,40,Baskı Ürünleri > Yazıcılar > HP
388,202,http://www.extraucuzluk.com/urun/185-philips-193v5lsb262-5ms-siyah-led-monitor_187771.aspx?CatId=175,18.5 PHILIPS 193V5LSB262 5MS SİYAH LED MONİTÖR,156,Bilgisayar > Bilgisayar Bileşenleri > Monitörler > LED
389,1189,http://www.bilisimport.com/sony-dschx60vb-dsc-hx60v-kompakt-dijital-fotograf-makinesi,SONY DSCHX60VB DSC-HX60V Kompakt Dijital Fotoğraf Makinesi,200,Fotoğraf & Kamera > Compact Fotoğraf Makineleri
390,72,http://www.teknobiyotik.com/cevre-birimleri/klavye-ve-fare/logitech-mk240-q-tus-aydinlatmali-kablosuz-klavye-fare-set-siyah-920-005789.html,Logitech MK240 Q TR Klavye Fare Set (Siyah) (920-005789),179,Klavye ve Fare
391,3568,http://www.ereyon.com.tr/urun/samsung-galaxy-nx-ek-gn100-fotograf-makinesi.aspx,Samsung Galaxy NX EK-GN100 Fotoğraf Makinesi,42,Foto & Kamera > Dijital Fotoğraf Makineleri
392,258,http://www.hizlial.com/corsair-8gb-vengeance-ddr3-1600mhz-cl9-sogutuculu-tek-modul-ram-cmz8gx3m1a1600c9/10351701,Corsair 8GB Vengeance DDR3 1600Mhz CL9 Soğutuculu Tek Modül Ram (CMZ8GX3M1A1600C9),228,Bilgisayar > Bilgisayar Bileşenleri > Ram (Hafıza)
393,56,http://www.exa.com.tr/logitech/hoparlorler/logitech_z150-362-21562.html,Logitech Z150 1+1 Siyah Speaker 6W 980-000814,23,Çevre Birimleri > Hoparlörler
394,340,http://www.vatanbilgisayar.com/airties-air-5750-300mbps-867mbps-vdsl2-kablosuz-ac-4-port-adsl2-modem.html,AIRTIES AIR 5750 300MBPS-867MBPS VDSL2 KABLOSUZ-AC 4 PORT ADSL2+ MODEM,76,Network Ürünleri > Modemler > Kablosuz ADSL Modemler > AIRTIES
395,147,http://www.kliksa.com/urun/battlefield-4-premium-edition-pc-oyun/902284303,BATTLEFIELD 4 PREMIUM EDITION PC OYUN,97,Oyun ve Oyun Konsolu > Oyunlar
396,265,https://www.tuslagelsin.com/index.php?route=product/product&product_id=892,Philips 18.5 193V5LSB2-62 LED Monitör 5ms Siyah,156,Philips 18.5 193V5LSB2-62 LED Monitör 5ms Siyah
397,187,http://www.dijitall.com/fakir-rf-09-turbo-yagli-radyator,Fakir RF-09 Turbo Yağlı Radyatör (Hızlı Gönderi),227,Isıtma Soğutma > Elektrikli Isıtıcılar
398,38,http://www.incehesap.com/philips-shl3000bl-fiyati-25938/,Philips SHL3000BL Kafa Bandı Kulaklık Mavi,266,Bilgisayar > Çevre Birimleri > Kulaklık ve Mikrofon
399,34,"http://www.mediamarkt.com.tr/mcs/product/ROADSTAR-RDH414-10-cm-4-Yollu-120-W-Hoparlör,103452,502991,1344241.html?langId=-14",ROADSTAR RDH414 10 cm 4 Yollu 120 W Hoparlör,279,Tv & Ses > Oto Ses Sistemleri > Hoparlör
400,43,http://www.bizdehesapli.com/x360-medal-of-honor-warfighter-urun-05-0315,X360 MEDAL OF HONOR WARFIGHTER,62,Elektronik > Oyun - Oyun Konsolu > Oyunlar > X360 MEDAL OF HONOR WARFIGHTER
401,263,http://www.ucuzlukcu.com/urunler/wd-my-passport-for-mac-1tb-2-5-usb3-0-gumus-tasinabilir-disk-wdbluz0010bsl-eesn-giyuz/,WD My Passport For Mac 1TB 2.5` USB3.0 Gümüş Taşınabilir Disk (WDBLUZ0010BSL-EESN),222,Bilgisayar > Veri Depolama > Taşınabilir Diskler
402,59,http://www.bizdeuygun.com/Far-Cry-3-The-Lost-Expeditions_82322.html,Far Cry 3,56,Elektronik
403,159,http://www.ereyon.com.tr/urun/delonghi-icm15250-filtre-kahve-makinesi.aspx,Delonghi ICM15250 Filtre Kahve Makinesi,127,Küçük Ev Aletleri > Elektrikli Mutfak Aletleri > Çay Kahve Makineleri
404,27,http://www.dijitall.com/store/ProductDetails.aspx?productid=238404,TTEC Kablolu Duvar Tipi Telefon Gri TK-150-GRI,32,Telefon > Kablosuz Telefonlar
405,2071,http://www.novabilgisayar.com/bilgi.asp?ID=10040,LENOVO Z5070 59424576 Notebook,120,NOTEBOOK BİLGİSAYAR > LENOVO > Z5070 59424576
406,143,http://www.aynigunkargo.com/g230-gaming-headset-981-000540,G230 Gaming Headset (981-000540),212,Bilgisayar > Bilgisayar Bileşenleri > Kulaklıklı Mikrofon
407,2598,http://www.birnumaram.com/Apple-iPhone-6-Plus-16GB-Cep-Telefonu_158776.html,Apple iPhone 6 Plus 16GB Cep Telefonu,48,Telefon - İletişim > Cep Telefonları
408,21,http://www.vatanbilgisayar.com/slx-422-dijital-optik-ses-kablo-2m.html,SLX-422 DİJİTAL OPTİK SES KABLO 2M,214,Aksesuar Ürünleri > Kablolar > Ses Kabloları > S-LINK
409,248,http://www.trdukkan.com/Products-17998-corsair-8gb-1600mhz-ddr3-sogutuculu-cl9-pc-ram-cmz8gx3m1a1600c9.html,CORSAIR 8GB 1600Mhz DDR3 Soğutuculu CL9 Pc Ram CMZ8GX3M1A1600C9,228,Bilgisayar Bileşenleri > Bellekler > CORSAIR
410,86,http://www.hizlial.com/epson-t1301-black-c13t130140-siyah-kartus-bx305fwf75153520dwf/10232826,Epson T1301 Black C13T130140 Siyah Kartuş BX305F/WF7515/3520DWF,248,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Mürekkep Kartuşları
411,49,"http://www.mediamarkt.com.tr/mcs/product/ROADSTAR-RDH654-180-W-Oto-Hoparlör,103452,502991,1344001.html?langId=-14",ROADSTAR RDH654 180 W Oto Hoparlör,226,Tv & Ses > Oto Ses Sistemleri > Hoparlör
412,8999,http://www.vatanbilgisayar.com/lg-65ub980v-65165-cm-3d-uhd-4-k-smart-led-tv-1300-hz-dahili-uydu-2-gozluk.html,LG 65UB980V 65''(165 CM) 3D UHD 4 K SMART LED TV 1300 HZ-DAHİLİ UYDU 2 GÖZLÜK,75,Tüketici Elektroniği > Televizyon > 3D LED > LG
413,2327,http://www.ereyon.com.tr/urun/samsung-ue48h6270asxtk.aspx,"Samsung UE48H6270AS 48"" 122 Ekran 3D Smart Full HD Led Televizyon",87,Ev Elektroniği > Televizyonlar
414,368,http://www.bizdehesapli.com/airties-air-5750-mod-wrl-airtes-1200mbps-11ac-adsl2-vdsl-urun-AIR-5750,AIRTIES AIR-5750 MOD WRL AIRTES 1200MBPS 11AC ADSL2+/VDSL,76,Bilgisayar > Ağ (Network) Ürünleri > Modem > AIRTIES AIR-5750 MOD WRL AIRTES 1200MBPS 11AC ADSL2+/VDSL
415,42,"http://www.mediamarkt.com.tr/mcs/product/HAMA-HM.49284-USB-A---36-Pin-Centronics-Yazıcı-Kablosu,103452,504955,1487317.html?langId=-14",HAMA HM.49284 USB A - 36 Pin Centronics Yazıcı Kablosu,39,Bilgisayar > Bilgisayar Bileşenleri > Kablolar
416,76,http://www.buroteknik.com/creative-sbs-a120-2-1-4w_144295.html,CREATIVE SBS A120 2+1 4W,25,Bilgisayar Tablet Yazıcı > Kulaklık Webcam Hoperlör > Hoparlörler
417,41,http://www.dijitall.com/store/ProductDetails.aspx?productid=232681,MICROSOFT MOU MS WIRELESS MOBİLE MOUSE 3000 V2 2EF-00003,133,Bilgisayar > Klavye & Mouse
418,19,http://www.ucuzlukcu.com/urunler/pc-far-cry-3-bnaor/,PC FAR CRY 3,56,Bilgisayar > Yazılım Ürünleri > Oyunlar > Bilgisayar Oyunları
419,67,http://www.sanalreyonum.com/creative-a120-21-speaker-siyah-9w.html,Creative A120 2+1 Speaker Siyah (9W),25,
420,24,http://www.deveyuku.com/urun/braun-oral-b-eb20-2-precision-clean-dis-fircasi-yedegi_48912.aspx,Braun Oral-B EB20-2 Precision Clean Diş Fırçası Yedeği,33,Diğer Sağlık ürünleri > Resim > Braun > Braun Oral-B EB20-2 Precision Clean Diş Fırçası Yedeği
421,578,http://www.incehesap.com/avermedia-live-tv-karti-fiyati-23835/,Avermedia Lıve Gamer Portable,111,Bilgisayar > Bilgisayar Bileşenleri > Tv Kartı
422,36,http://www.vatanbilgisayar.com/tk-5--32--52--lcd_led-slim-sabit-aski-aparati.html,"TK-5 32""- 52"" LCD/LED SLİM SABİT ASKI APARATI",165,Tüketici Elektroniği > Askı Aparatları ve Sehbalar > Askı Aparatları > EVEREST
423,44,http://www.ucuzlukcu.com/urunler/everest-tk-5-lcd-led-slim-aski-aparati-itaek/,Everest TK-5 Lcd-Led Slim Askı Aparatı,165,Elektronik & TV > Tv Sehpaları Ve Askıları > Tv Askıları
424,61,http://www.hizlial.com/asus-rt-n10e-kablosuz-n150-router-4-port150-mbps/10249371,Asus RT-N10E Kablosuz N150 Router 4 Port 150 Mbps,213,Bilgisayar > Ağ Ürünleri & Modemler > Router
425,35,http://www.bilisimport.com/hp-cn054a-933xl-mavi-murekkep-kartus,HP CN054A (933XL) Mavi Mürekkep Kartuş,20,Aksesuar & Sarf Malz. > Kartuş
426,8,http://www.gold.com.tr/s-link-slx-590-rg6-u-2m-anten-kablosu_u,S-link SLX-590 RG6 /U 2m Anten Kablosu,63,Elektronik > Televizyon > TV Aksesuarları > Kablo - Sarf Malzemeler
427,5090,http://www.netsiparis.com/samsung-ue-55hu7500-55-quad-core-smart-3d-led-tv,"Samsung UE-55HU7500 55"" Quad Core SMART 3D LED TV",152,Elektronik/TV > Televizyonlar > Led TV > Samsung
428,5999,http://www.vatanbilgisayar.com/sony-nex-vg30eh_b-full-hd-video-kamera.html,SONY NEX-VG30EH/B Full HD Video Kamera,254,Tüketici Elektroniği > Video Kameralar > Flash Bellek Kamera > SONY
429,44,http://www.webdenal.com/microsoft-2ef-00003-kablosuz-siyah_262518.html,2ef-00003 Kablosuz Mobile Mouse 3000 Nano Usb-siyah,133,Bilgisayar Ürünleri > Çevre Birimleri > Mouse
430,21,http://www.vatanbilgisayar.com/harmor-35-harddisk-koruma-kutusu---kirmizi.html,"THERMALTAKE HARMOR 3.5"" HARDDİSK KORUMA KUTUSU - KIRMIZI ST0034Z",230,OEM Ürünleri > Harddisk Kutuları > 3.5 Diskler > THERMALTAKE
431,44,http://www.hizlial.com/roadstar-rdh654-17cm-4-yollu-oto-hoparlor-/10326319,Roadstar RDH654 17cm 4 Yollu Oto Hoparlör,226,Oto Aks & Navigasyon > Oto Ses ve Görüntü Sistemleri > Hoparlörler
432,60,http://www.vatanbilgisayar.com/hm108333-arac-sarj-cihazi-2xusb-4200ma--siyah.html,HM.108333 ARAÇ ŞARJ CİHAZI 2XUSB 4200MA- (SİYAH),240,Aksesuar Ürünleri > Piller ve Şarj Aletleri > Araç Çakmak Şarj Üniteleri > HAMA
433,978,http://www.ucuzlukcu.com/urunler/samsung-galaxy-tab-s-t800-10-5-wifi-beyaz-tablet-avgqh/,Samsung Galaxy Tab S T800 10.5 WiFi Beyaz Tablet,112,Bilgisayar > Tablet > Tablet Pc
434,281,"http://www.istanbulbilisim.com.tr/rh-12-fakir-radyator-en-ucuz-fiyatlari,49227.html",Fakir RH-12 Radyatör,183,Radyatör > FAKİR
435,25,http://www.worldteknoloji.com/Products-20707-frisby-25-fhc-2530s-95mm-sata-usb-30-harddisk-kutusu.html,FRISBY 2.5 FHC-2530S 9.5mm Sata Usb 3.0 Harddisk Kutusu,130,Bilgisayar Bileşenleri > Harddiskler > FRISBY
436,1348,http://www.birnumaram.com/Sony-Xperia-Z2-cep-telefonu-fiyatlari.html,Sony Xperia Z2 D6503 Cep Telefonu,93,Telefon - İletişim
437,138,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-359529&PC-WORLD-OF-WARCRAFT-WARLORDS-OF-DRAENOR-MMOFPS-,PC WORLD OF WARCRAFT WARLORDS OF DRAENOR ( MMOFPS ),128,Hobi / Oyun Konsolu >  Oyun ve Oyun Konsolları >  Oyunlar >  Bilgisayar Oyunları >  Macera-Aksiyon
438,138,http://www.buroteknik.com/pc-battlefield-4-premium-edition_150623.html,PC BATTLEFIELD 4 PREMIUM EDITION,97,Oyun ve Oyun Konsolları > PC Oyunları
439,56,http://www.gold.com.tr/hp-c8721e-no-363-siyah-murekkep-kartus_u,Hp C8721E No:363 Siyah Mürekkep Kartuş,98,Bilgisayar > Sarf Malzemeler > Mürekkep - Kartuş
440,1344,http://www.teknobiyotik.com/donanim/monitor/viewsonic-vg2401mh-24-144hz-1ms-ve-ergonomik-oyuncu-monitoru-oyun-hediyeli.html,"VIEWSONIC VG2401mh 24” 144Hz, 1ms ve Ergonomik Oyuncu Monitörü",138,Monitör
441,2055,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=104119,EVGA GTX980 SuperClock ACX 4GB GDDR5 256 Bit Ekran Kartı - 04G-P4-2983-KR,250,Bilgisayar Bileşenleri > Ekran Kartı
442,96,http://www.vatanbilgisayar.com/autowake-ozellikli-koruyucu-kilif--stand---poliuretan-suet---pembe_acik-gri.html,Autowake Özellikli Koruyucu Kilif & Stand - Poliüretan Süet - Pembe/Açık Gri F8N754CWC02,52,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > BELKIN
443,2,http://www.worldteknoloji.com/Products-19054-samsung-galaxy-note-2-n7100-on-ekran-koruyucu-film.html,Samsung Galaxy Note 2 N7100 Ön Ekran Koruyucu Film,22,Cep Telefonları > Cep Telefonu Aksesuarları > Samsung
444,978,http://www.buroteknik.com/samsung-galaxy-tab-s-t800-10-5-wifi-beyaz_146936.html,Samsung Galaxy Tab S T800 10.5 WiFi Beyaz,112,Bilgisayar Tablet Yazıcı > Tablet
445,919,"http://www.hemensepet.com/U271448,33,samsung-tab-s-sm-t800-tablet-distributor-garantili-tabletler-samsung-t800.htm",Samsung Tab S SM-T800 Tablet ( Distribütör Garantili),112,Cep Telefonu ve Aksesuarları > Tabletler
446,1729,http://www.teknosa.com/urunler/125044575/apple-ipad-mh182tua-air-2-wi-fi-64gb-gold,APPLE iPad MH182TU/A Air 2 WI-FI 64GB GOLD,246,BİLGİSAYAR > TABLET PC
447,329,http://www.bilisimport.com/zyxel-nsa-325-2x3.5-depolama-unitesi,"ZYXEL NSA-325 2x3.5"" DEPOLAMA UNITESI",15,OEM & Çevre Birimleri > Veri Depolama > Nas
448,275,http://www.vatanbilgisayar.com/oem-windows-81-single-language-32-bit-turkce.html,OEM Windows 8.1 Single Language 32 bit Türkçe,198,Yazılım > İşletim Sistemleri > Oem > MICROSOFT
449,473,http://www.bizdehesapli.com/gigabyte-z97x-gaming5-s-l-v-pci-hdmi-sli-lga1150-urun-GA-Z97X-GAMING5,GIGABYTE Z97X-GAMING5 S/L/V PCI HDMI SLI LGA1150,126,Bilgisayar > Bilgisayar Bileşenleri > Anakartlar > GIGABYTE Z97X-GAMING5 S/L/V PCI HDMI SLI LGA1150
450,37,http://www.ucuzlukcu.com/urunler/s-link-slx-179-vga-m-m-15m-monitor-kablosu-zfbsk/,S-link SLX-179 VGA M/M 15m Monitör Kablosu,102,Bilgisayar > Sarf Malzemeleri > Kablolar > Görüntü Kabloları
451,82,"http://www.mediamarkt.com.tr/mcs/product/EPSON-T1301-Siyah-Kartuş,103452,504965,827915.html?langId=-14",EPSON T1301 Siyah Kartuş,248,Bilgisayar > Ofis Malzemeleri > Kartuşlar
452,44,http://www.webdenal.com/philips-shl3000bl-10_568613.html,Shl3000bl/10 Tamboy Mavi,266,Fotoğraf / Elektronik > Kulaklık > Tam Boy Kulaklık
